"","data_source","bibliographicCitation","type","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","family","genus","taxonRank","taxonomicStatus","acceptedScientificName","scientificNameAuthorship","dayIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","yearIdentified","country"
"87396","gbif","http://www.tropicos.org/Specimen/3012917","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","3012917","van der Hoogte 695","L. van der Hoogte|C. Roersch","","1982-02-14 00:00:00","1982","2","14","","","","PE","Cusco","Anta","","Protected due to name conservation status","","",NA,NA,NA,"","R.E. Gereau","1992-01-01","","Serjania striata Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania striata Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"118955","gbif","","","","","SANBI","PRECIS","PRECIS","PRESERVED_SPECIMEN","PRE0272698-0","","Kinges H.G.","","1953-04-02 00:00:00","1953","4","2","","","",NA,"","","","Not available","","","-19.625","17.375",NA,"","",NA,"","Cardiospermum corindum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum corindum L.","L.",NA,NA,NA,NA,NA,NA
"66963","gbif","","","","","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB","Colección Herbario Federico Medem Bogotá - FMB","PRESERVED_SPECIMEN","FMB-21692","6365","Barbosa, César","","1990-05-02 00:00:00","1990","5","2","","","","CO","Chocó","","","Sin datos de localidad","","","6.083333","-77.16667",NA,"","Anónimo",NA,"","Paullinia L.","Sapindaceae","Paullinia","GENUS","ACCEPTED","Paullinia L.","L.",NA,NA,NA,NA,NA,NA
"65366","gbif","","","","","","Botany","Naturalis Biodiversity Center (NL) - Botany","PRESERVED_SPECIMEN","U.1596132","Gentry, AH  4885 B","Gentry AH","","1972-04-01 00:00:00","1972","4","1","","","","PA","Panamá","","","","","",NA,NA,NA,"","",NA,"","Paullinia baileyi Standl.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia baileyi Standl.","Standl.",NA,NA,NA,NA,NA,NA
"81169","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3504055","PhysicalObject","","","K","K","K herbarium - Royal Botanic Gardens, Kew - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","K001247752","7286","A.C. Cervi;","",NA,NA,NA,NA,"","","","","","","","","","",NA,NA,NA,"","",NA,"","Paullinia L.","Sapindaceae","Paullinia","GENUS","ACCEPTED","Paullinia L.","L.",NA,NA,NA,NA,NA,NA
"61316","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2970988","PhysicalObject","","","MNHN","P","P herbarium - Muséum national d’histoire naturelle, Paris - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","P04795585","185","Riedel;","","1836-07-01 00:00:00","1836","7","1","1-7-1836/-","","","BR","Rio de Janeiro","","","","","",NA,NA,NA,"","",NA,"2010-2012","Urvillea Kunth","Sapindaceae","Urvillea","GENUS","ACCEPTED","Urvillea Kunth","Kunth",NA,NA,NA,NA,NA,NA
"6330","gbif","","","a2e32c87-d320-4a01-bafd-a9182ae2e191","","ASU","Plants","Arizona State University Vascular Plant Herbarium","PRESERVED_SPECIMEN","ASU0045759","9539","Wendy Hodgson; Jon Rebman","Frequent perennial vine, flowers cream.","1995-09-01 00:00:00","1995","9","1","","Palm canyon.","","MX","Baja California Sur","","","Sierra San Francisco, Cañón Solidad (also called C Brinco), just north of and adjacent to Mesa el Datil.","","","27.63333","-113.0333",NA,"","",NA,"","Cardiospermum corindum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum corindum L.","L.",NA,NA,NA,NA,NA,NA
"52407","gbif","http://www.tropicos.org/Specimen/3267641","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","3267641","Marín 743","Euler Marín","","1990-02-01 00:00:00","1990","2",NA,"","","","VE","Amazonas","","","Dpto Atabapo. Peniplanicie del rio Padamo.","","","3.33333","-65.23333",NA,"","",NA,"","Paullinia L.","Sapindaceae","Paullinia","GENUS","ACCEPTED","Paullinia L.","L.",NA,NA,NA,NA,NA,NA
"56980","gbif","http://www.tropicos.org/Specimen/3311279","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","3311279","Cid Ferreira 2191","C.A. Cid Ferreira|J. Ramos|C.D.A. da Mota|N. Rosas","","1980-09-06 00:00:00","1980","9","6","","","","BR","Pará","","","Mun. de Oriximiná, rio Paru do Oeste, margem direita. Mata de beira de rio, solo argiloso.","","",NA,NA,NA,"","P. Acevedo","1985-01-01","","Serjania rufa Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania rufa Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"51280","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","","552","O. Monsegur","MAPR, UPRRP, US","2005-11-01 00:00:00","2005","11","1","01 Nov 2005","","","PR","Guánica","Carenero","","Guánica Forest Reserve. Road 334, from the entrance of the forest to the rangers office. Close to the comunication tower.","","",NA,NA,NA,"","",NA,"","Serjania polyphylla (L.) Radlk.","Sapindaceae","Serjania","SPECIES","SYNONYM","Serjania polyphylla (L.) Poir. ex Steud.","(L.) Radlk.",NA,NA,NA,NA,NA,NA
"89077","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","3659292","74","E. Rivera, T. Heartsill, T. Aide & V. Vera","","1997-10-05 00:00:00","1997","10","5","","","","PR","Toa Baja","","","Bo. Sabana Seca, growing at the edge of the road that crosses the forest, flooded area.","","",NA,NA,NA,"","",NA,"","Paullinia pinnata L.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia pinnata L.","L.",NA,NA,NA,NA,NA,NA
"116509","gbif","","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15670","","E","E","Royal Botanic Garden Edinburgh Herbarium (E)","PRESERVED_SPECIMEN","E00933182","","","",NA,NA,NA,NA,"","","","","","","","","","",NA,NA,NA,"","",NA,"","Urvillea ulmacea Kunth","Sapindaceae","Urvillea","SPECIES","ACCEPTED","Urvillea ulmacea Kunth","Kunth",NA,NA,NA,NA,NA,NA
"63567","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2893941","PhysicalObject","","","MNHN","P","P herbarium - Muséum national d’histoire naturelle, Paris - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","P06602182","9213","T.M. Pedersen;,Pedersen","","1969-10-09 00:00:00","1969","10","9","9-10-1969/-","","","AR","","","","Estancia Garruchos; Dep. Santo Tomé. Prov. Corrientes.","","",NA,NA,NA,"","T.M.P.","1970-01-01","","Serjania perulacea Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania perulacea Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"114312","gbif","http://www.tropicos.org/Specimen/2305975","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","2305975","Croat 91412","Thomas B. Croat|Lynn P. Hannon|Gregory A. Wahlert|Tuntiak Katan","","2004-07-17 00:00:00","2004","7","17","","","","EC","Zamora-Chinchipe","","","Along road from near Paquisha south to Las Orchídeas, and end of river at Río Nangaritza, via Guayzimi, beginning at 15.9 km E of Zumbi and Río Zamora, then 37.3 km S of junction, 12.3 km N of Las Orchídeas.","","","-4.14027","-78.64194",NA,"","",NA,"","Paullinia L.","Sapindaceae","Paullinia","GENUS","ACCEPTED","Paullinia L.","L.",NA,NA,NA,NA,NA,NA
"68285","gbif","Hernández-Aguilar S. 2014. Depuración de la colección y base de datos del Herbario CICY. Fase IV. Herbario CICY. Centro de Investigación Científica de Yucatán. Unidad de Recursos Naturales. Bases de datos SNIB-CONABIO, proyectos HA016, DC002, BA006, U009, K037, B070 y P143. México, D. F.","Event","15","854ea9d38011da0c1388c169bbc0e853","CICY","CICY","Depuración de la colección y base de datos del Herbario CICY. Fase IV","PRESERVED_SPECIMEN","61907","","B. Faust; P. Ucan","NO DISPONIBLE","1997-09-29 00:00:00","1997","9","29","","NO DISPONIBLE","","MX","Campeche","CAMPECHE","","Pich","","","19.48472","-90.11833",NA,"","J.L. Tapia",NA,"","Serjania adiantoides Radlk.","Sapindaceae","Serjania","SPECIES","SYNONYM","Serjania adiantoides Radlk. ex Millsp.","Radlk.",NA,NA,NA,NA,NA,NA
"14119","gbif","","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15556","","NY","NY","The New York Botanical Garden Herbarium (NY)","PRESERVED_SPECIMEN","00995684","9791","W. R. Anderson","","1973-05-05 00:00:00","1973","5","5","05 May 1973","Edge of forest.  Dense woods grading into cerrado.","","BR","Mato Grosso","","","Ca. 30 km (straight line) ENE of Barra do Garças","","ca. 1476 ft","-15.77955","-51.9912",NA,"","P. Acevedo-Rodríguez","2005-01-01","","Serjania hebecarpa Benth.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania hebecarpa Benth.","Benth.",NA,NA,NA,NA,NA,NA
"121975","gbif","","","","","UM","MPU","Herbarium specimens of Université de Montpellier 2, Institut de Botanique (MPU))","PRESERVED_SPECIMEN","MPU251760","","","",NA,NA,NA,NA,"","","","","","","","","","",NA,NA,NA,"","",NA,"","Cardiospermum L.","Sapindaceae","Cardiospermum","GENUS","ACCEPTED","Cardiospermum L.","L.",NA,NA,NA,NA,NA,NA
"25508","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","3697893","989","M. Aguilar & D. Castro","","1996-09-12 00:00:00","1996","9","12","","Bosque de terraza","","PE","Madre de Dios","","","Tambopata Province. Santuario Nacional Pampas del Heath, Río Heath, Pto. San Antonio","","","-12.6564","-68.7369",NA,"","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"","Serjania deltoidea Radlk.","Sapindaceae","Serjania","SPECIES","SYNONYM","Serjania trachygona Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"15991","gbif","","Collection","","","UNICAMP","UEC","UEC - Herbário da Universidade Estadual de Campinas","PRESERVED_SPECIMEN","41782","47733","Hatschbach, G","Escandente, flor alvescente. Orla mata pluvial.","1984-04-08 00:00:00","1984","4","8","","","","BR","Espírito Santo","","Linhares","Rod. BR-101; Res. Flor. da Sooretama.","","",NA,NA,NA,"","Somner, GV","1997-02-17","","Paullinia riodocensis Somner","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia riodocensis Somner","Somner",NA,NA,NA,NA,NA,NA
"102905","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","3309783","22955","S. A. Mori, C. A. Gracie, T. B. Croat, H. Maas van de Kamer, P. J. M. Maas, T. D. Pennington, D. Reed, J.-J. de Granville & G. Cremers","","1993-02-12 00:00:00","1993","2","12","12-Feb-93","Non-flooded moist forest","","GF","Saül","","","Saül, vicinity of Eaux Claires, Grand Bouef Mort Trail","","","3.61","-53.2",NA,"","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"","Paullinia lingulata Acev.-Rodr.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia lingulata Acev.-Rodr.","Acev.-Rodr.",NA,NA,NA,NA,NA,NA
"94113","gbif","","Collection","","","UEFS","HUEFS","HUEFS - Herbario da Universidade Estadual de Feira de Santana","PRESERVED_SPECIMEN","73400","415","Silva, F.H.M.","Substrato arenoso","2003-06-24 00:00:00","2003","6","24","","","","BR","Bahia","","Canudos","Estação Biológica de Canudos","","","-10.01667","-39.15",NA,"","M.S.Ferrucci","2008-02-01","","Cardiospermum corindum var. corindum","Sapindaceae","Cardiospermum","VARIETY","ACCEPTED","Cardiospermum corindum var. corindum","",NA,NA,NA,NA,NA,NA
"28928","gbif","","Collection","","","UFRGS","ICN","ICN - Herbário do Instituto de Ciências Naturais","PRESERVED_SPECIMEN","191954","363","Durigon, J","Trepadeira com gavinhas.; borda de mata","2010-12-02 00:00:00","2010","12","2","","","","BR","Rs","","Barra do Quaraí","Tríplice Fronteira","","",NA,NA,NA,"","Massing, AA","2018-05-23","","Paullinia elegans Cambess.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia elegans Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"48593","gbif","http://www.tropicos.org/Specimen/2104960","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","2104960","Dwyer 9439","John D. Dwyer|Alwyn H. Gentry","","1972-01-05 00:00:00","1972","1","5","","","","PA","Panamá","Panamá","","Cerro Jefe.","","","9.233889","-79.375",NA,"","John D. Dwyer",NA,"","Paullinia baileyi Standl.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia baileyi Standl.","Standl.",NA,NA,NA,NA,NA,NA
"96968","gbif","http://www.tropicos.org/Specimen/3286350","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","3286350","Kuhlmann 06267","João Geraldo Kuhlmann","","1945-08-22 00:00:00","1945","8","22","","","","BR","Rio de Janeiro","","","Mun do Rio de Janeiro, Restinga da Tijuca.","","",NA,NA,NA,"","Genise & Graziela",NA,"","Serjania scopulifera Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania scopulifera Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"54298","gbif","","Collection","","","MBM","MBM","MBM - Herbário do Museu Botânico Municipal","PRESERVED_SPECIMEN","428285","3765","Lozano, E.D.; Crivellari, L.B.; Seger, C.D.; Passos, E.; Becker, J.E.G.; Crivellari, L.B.; Seger, C.D.; Passos, E.; Becker, J.E.G.","Trepadeira, flores alvas, frutos castanhos. Frequente. Prensada com álcool.; Caatinga do Cristalino.","2017-09-03 00:00:00","2017","9","3","","","","BR","Ceará","","Quixadá","Monumento Natural dos Monólitos de Quixadá","","","-4.91925","-39.08197",NA,"","Lozano, E.D.","2017-01-01","","Cardiospermum corindum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum corindum L.","L.",NA,NA,NA,NA,NA,NA
"98752","gbif","http://www.tropicos.org/Specimen/3021441","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","3021441","Prance 24611","Ghillean T. Prance","","1977-02-27 00:00:00","1977","2","27","","","","BR","Amazonas","","","Igarapé Camatia; São Paulo de Olivença. River margin.","","",NA,NA,NA,"","P. Acevedo Rodrgz.","1987-01-01","","Serjania trirostris Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania trirostris Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"29966","gbif","","Collection","","","UFES","VIES","VIES - Herbário Central da Universidade Federal do Espírito Santo","PRESERVED_SPECIMEN","10560","2547","Assis, A.M.; Vago, A.; Cribari, R.S. & Santos, R.","","2010-08-07 00:00:00","2010","8","7","","","","BR","Espírito Santo","","Serra","Mestre Álvaro.","","",NA,NA,NA,"","G.V. Sommer","2016-09-28","","Paullinia ferruginea Casar.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia ferruginea Casar.","Casar.",NA,NA,NA,NA,NA,NA
"83644","gbif","Guízar-Nolazco E. 2004. Banco de datos florísticos del Herbario CHAP. Herbario CHAP. División de Ciencias Forestales. Universidad Autónoma de Chapingo. Bases de datos SNIB-CONABIO, proyecto U048. México, D. F.","Event","168","1cd082a32d6fd964a5001cd833d48f32","UACh","CHAP","Banco de datos florísticos del Herbario CHAP","PRESERVED_SPECIMEN","15368","","E. Martínez S.; P. Tenorio L.; C. Romero de T.","NO DISPONIBLE","1982-05-23 00:00:00","1982","5","23","","Suelo amarillo con materia orgánica.","","MX","Guerrero","ATOYAC DE ALVAREZ","","Cerca de Paraíso, a 44 km al NE de Atoyac, mpio. Atoyac de Alvarez.","","","17.32556","-100.2439",NA,"","E. Cabrera",NA,"","Serjania racemosa Schum.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania racemosa Schum.","Schum.",NA,NA,NA,NA,NA,NA
"47017","gbif","","","","","MAL","","Invasive Alien plant species of Malawi","PRESERVED_SPECIMEN","","20","Balaka, J.L.","","1981-07-31 00:00:00","1981","7","31","","","","MW","South","Zomba","","Mponda Stream.","","928","-15.384","35.32431",NA,"","",NA,"","Cardiospermum grandiflorum Sw.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum grandiflorum Sw.","Sw.",NA,NA,NA,NA,NA,NA
"32880","gbif","","Collection","","","UEM","HUEM","HUEM - Herbário da Universidade Estadual de Maringá","PRESERVED_SPECIMEN","3065","104","M.C.Souza","Trepadeira. Botões florais brancos.","1992-11-07 00:00:00","1992","11","7","","","","BR","Paraná","","Porto Rico","rio Paraná","","",NA,NA,NA,"","Rosado","2019-08-01","","Paullinia elegans Cambess.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia elegans Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"6714","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","3564241","1918","J. Jardim","","1996-08-18 00:00:00","1996","8","18","18 Aug 1996","Ramal margeando o Rio de Contas.","","BR","Bahia","Itacaré","","Entrada ca. 1 km da Rodovia BR 101 na estrada p/ Itacaré.","","",NA,NA,NA,"","",NA,"","Serjania confertiflora Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania confertiflora Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"77151","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4753033","PhysicalObject","","","NY","NY","NY herbarium - The New York Botanical Garden - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","NY00514725","37182","W. R. Anderson;","","1972-03-18 00:00:00","1972","3","18","1972-03-18","","","BR","Minas Gerais","","","15 km N of Montalvânia.","","",NA,NA,NA,"","P. Acevedo-Rodríguez",NA,"","Urvillea andersonii Ferrucci","Sapindaceae","Urvillea","SPECIES","ACCEPTED","Urvillea andersonii Ferrucci","Ferrucci",NA,NA,NA,NA,NA,NA
"121874","gbif","","","","","UM","MPU","Herbarium specimens of Université de Montpellier 2, Institut de Botanique (MPU))","PRESERVED_SPECIMEN","MPU1189141","","","",NA,NA,NA,NA,"","","","","","","","","","",NA,NA,NA,"","",NA,"","Serjania sinuata Hook.","Sapindaceae","Urvillea","SPECIES","SYNONYM","Urvillea ulmacea Kunth","Hook.",NA,NA,NA,NA,NA,NA
"92905","gbif","","Collection","","","UEFS","HUEFS","HUEFS - Herbario da Universidade Estadual de Feira de Santana","PRESERVED_SPECIMEN","226509","1516","Costa-Lima, J.L.","Savana Estépica. Luvissolo Crômico Órtico","2014-08-07 00:00:00","2014","8","7","","","","BR","Pernambuco","","Serra Talhada","Na alto da Serra Talhada, nas proximidades das torres de transmissão","","",NA,NA,NA,"","",NA,"","Cardiospermum oliveirae Ferrucci","Sapindaceae","Urvillea","SPECIES","SYNONYM","Urvillea oliveirae (Ferrucci) Acev.-Rodr. & Ferrucci","Ferrucci",NA,NA,NA,NA,NA,NA
"65045","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","2447441","52516","J. M. Pires","","1962-08-13 00:00:00","1962","8","13","13 Aug 1962","River bank.","","BR","Amapá","","","Coastal Region: right bank of Rio Flechal.","","","1.75","-50.9667",NA,"","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"","Paullinia caloptera Radlk.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia caloptera Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"102558","gbif","","","","","","Botany","Naturalis Biodiversity Center (NL) - Botany","PRESERVED_SPECIMEN","L.2316731","Rambo, B  41600","Rambo B","","1949-05-16 00:00:00","1949","5","16","","","","BR","Rio Grande do Sul","","","Brazil, Rio Grande do Sul, Sapiranga","","",NA,NA,NA,"","Leenhouts PW","1962-10-01","","Urvillea ulmacea Kunth","Sapindaceae","Urvillea","SPECIES","ACCEPTED","Urvillea ulmacea Kunth","Kunth",NA,NA,NA,NA,NA,NA
